0.29233194	0.00082490
0.31316582	0.00164614
0.33399970	0.00164248
0.35483358	0.00245825
0.37566746	0.01471668
0.39650134	0.01142079
0.41733522	0.03581381
0.43816910	0.06415836
0.45900298	0.10290982
0.47983686	0.16735896
0.50067074	0.27104544
0.52150462	0.38070345
0.54233850	0.50191153
0.56317238	0.70750251
0.58400626	0.83141794
0.60484014	0.99225624
0.62567402	1.03537292
0.64650790	1.25138345
0.66734178	1.36024712
0.68817566	1.42829407
0.70900954	1.44791396
0.72984342	1.44304091
0.75067730	1.46329904
0.77151118	1.48658549
0.79234506	1.44411168
0.81317894	1.31839694
0.83401282	1.37837915
0.85484670	1.35891455
0.87568058	1.37901687
0.89651446	1.29163623
0.91734834	1.30638312
0.93818222	1.32105092
0.95901610	1.21519435
0.97984998	1.16033277
1.00068386	1.19734921
1.02151774	1.13590617
1.04235162	1.11578247
1.06318550	1.04872820
1.08401938	0.99635120
1.10485326	0.92081214
1.12568714	0.89155072
1.14652102	0.87594063
1.16735490	0.80718338
1.18818878	0.80229713
1.20902266	0.68627941
1.22985654	0.61694139
1.25069042	0.57613725
1.27152430	0.62662551
1.29235818	0.59854225
1.31319206	0.57943275
1.33402594	0.51260470
1.35485982	0.47323564
1.37569370	0.45015220
1.39652758	0.37678978
1.41736146	0.36350778
1.43819534	0.36336705
1.45902922	0.30594895
1.47986310	0.30521688
1.50069698	0.27345981
1.52153086	0.27352353
1.54236474	0.24486171
1.56319862	0.22708047
1.58403250	0.19080265
1.60486638	0.18107483
1.62570026	0.16712524
1.64653414	0.14189027
1.66736802	0.14933174
1.68820190	0.13555531
1.70903578	0.11550569
1.72986966	0.10749637
1.75070354	0.10443116
1.77153742	0.09019315
1.79237130	0.07323384
1.81320518	0.07792517
1.83403906	0.06524143
1.85487294	0.05192677
1.87570682	0.06423120
1.89654070	0.05442793
1.91737458	0.04261050
1.93820846	0.04044881
1.95904234	0.03077469
1.97987622	0.03274526
2.00071010	0.03606681
2.02154398	0.02375872
2.04237786	0.02234553
2.06321174	0.01283367
2.08404562	0.01819198
2.10487950	0.01613040
2.12571338	0.01273807
2.14654726	0.01404378
2.16738114	0.01134036
2.18821502	0.01197740
2.20904890	0.00730118
2.22988278	0.00794495
2.25071666	0.00726457
2.27155054	0.00329377
2.29238442	0.00854224
2.31321830	0.00262175
2.33405218	0.00392270
2.35488606	0.00456492
2.37571994	0.00390288
2.39655382	0.00454182
2.41738770	0.00323592
2.43822158	0.00258216
2.45905546	0.00193169
2.47988934	0.00321129
2.50072322	0.00128124
2.52155710	0.00127797
2.54239098	0.00191205
2.56322486	0.00190715
2.58405874	0.00126817
2.60489262	0.00063246
2.62572650	0.00126167
2.64656038	0.00000000
2.66739426	0.00188276
2.68822814	0.00187791
2.70906202	0.00000000
2.72989590	0.00000000
2.75072978	0.00000000
2.77156366	0.00000000
2.79239754	0.00061790
2.81323142	0.00000000
2.83406530	0.00000000
2.85489918	0.00000000
2.87573306	0.00061149
