
# Curve 0 of 1, 232 points
# Curve title: ""prob_dist.dat" u 1:(-log($2)/30 + log(A_max)/30)"
# x y type
 0.0165861  0.301246  i
 0.0368018  NaN  u
 0.0570174  0.278472  i
 0.0772331  0.232428  i
 0.0974487  0.221979  i
 0.117664  0.222146  i
 0.13788  0.197726  i
 0.158096  0.182046  i
 0.178311  0.159562  i
 0.198527  0.142612  i
 0.218743  0.136116  i
 0.238958  0.127317  i
 0.259174  0.109548  i
 0.27939  0.0982603  i
 0.299605  0.0850804  i
 0.319821  0.0749692  i
 0.340037  0.0676253  i
 0.360252  0.0592375  i
 0.380468  0.0510797  i
 0.400684  0.0440623  i
 0.420899  0.037564  i
 0.441115  0.0318829  i
 0.46133  0.0268633  i
 0.481546  0.0218315  i
 0.501762  0.017982  i
 0.521977  0.0148705  i
 0.542193  0.010812  i
 0.562409  0.00804337  i
 0.582624  0.0059013  i
 0.60284  0.00398721  i
 0.623056  0.00318795  i
 0.643271  0.00199418  i
 0.663487  0.00177845  i
 0.683703  0.0011357  i
 0.703918  0  i
 0.724134  0.00160899  i
 0.74435  0.00174559  i
 0.764565  0.00274957  i
 0.784781  0.00378583  i
 0.804997  0.00481139  i
 0.825212  0.00625737  i
 0.845428  0.00747586  i
 0.865644  0.00936784  i
 0.885859  0.0101665  i
 0.906075  0.0128707  i
 0.926291  0.0136798  i
 0.946506  0.0151582  i
 0.966722  0.0163281  i
 0.986938  0.0184707  i
 1.00715  0.0208219  i
 1.02737  0.0211432  i
 1.04758  0.0232513  i
 1.0678  0.0244944  i
 1.08802  0.0246288  i
 1.10823  0.0260293  i
 1.12845  0.0270192  i
 1.14866  0.0286161  i
 1.16888  0.0295059  i
 1.18909  0.0302301  i
 1.20931  0.029979  i
 1.22953  0.031669  i
 1.24974  0.03419  i
 1.26996  0.0325484  i
 1.29017  0.0347268  i
 1.31039  0.0358038  i
 1.3306  0.0359764  i
 1.35082  0.0369933  i
 1.37103  0.0373698  i
 1.39125  0.0385533  i
 1.41147  0.0385429  i
 1.43168  0.0394651  i
 1.4519  0.04161  i
 1.47211  0.0411655  i
 1.49233  0.0434514  i
 1.51254  0.0440509  i
 1.53276  0.0446154  i
 1.55298  0.0469141  i
 1.57319  0.0469359  i
 1.59341  0.0474742  i
 1.61362  0.0483128  i
 1.63384  0.0497658  i
 1.65405  0.0502022  i
 1.67427  0.0529745  i
 1.69449  0.0526755  i
 1.7147  0.0535538  i
 1.73492  0.0547812  i
 1.75513  0.0572926  i
 1.77535  0.0587318  i
 1.79556  0.058515  i
 1.81578  0.061496  i
 1.83599  0.0623649  i
 1.85621  0.0628325  i
 1.87643  0.0637702  i
 1.89664  0.0648915  i
 1.91686  0.0658169  i
 1.93707  0.0675888  i
 1.95729  0.0681489  i
 1.9775  0.0696398  i
 1.99772  0.0726221  i
 2.01794  0.0712869  i
 2.03815  0.0734366  i
 2.05837  0.0731871  i
 2.07858  0.0743627  i
 2.0988  0.0768025  i
 2.11901  0.0765819  i
 2.13923  0.079463  i
 2.15945  0.0799568  i
 2.17966  0.0817246  i
 2.19988  0.0822614  i
 2.22009  0.0851647  i
