0.01658611	0.00007797
0.03680176	0.00000000
0.05701741	0.00015788
0.07723307	0.00063544
0.09744872	0.00087914
0.11766438	0.00088457
0.13788003	0.00186097
0.15809568	0.00301216
0.17831134	0.00597942
0.19852699	0.01005431
0.21874265	0.01235463
0.23895830	0.01626765
0.25917395	0.02803357
0.27938961	0.03977315
0.29960526	0.05972509
0.31982092	0.08179770
0.34003657	0.10310299
0.36025222	0.13409173
0.38046788	0.17319560
0.40068353	0.21617905
0.42089919	0.26566102
0.44111484	0.31856250
0.46133049	0.37449234
0.48154615	0.44040266
0.50176180	0.49986547
0.52197746	0.55493442
0.54219311	0.63382275
0.56240876	0.69644955
0.58262442	0.75101357
0.60284007	0.80433249
0.62305573	0.83310283
0.64327138	0.87317582
0.66348703	0.88871445
0.68370269	0.91619173
0.70391834	0.95859063
0.72413400	0.92367675
0.74434965	0.93022985
0.76456530	0.91276669
0.78478096	0.89476474
0.80499661	0.87739944
0.82521227	0.84958793
0.84542792	0.82829155
0.86564357	0.79137713
0.88585923	0.78131818
0.90607488	0.72852827
0.92629054	0.71904435
0.94650619	0.69557590
0.96672184	0.67913012
0.98693750	0.64400395
1.00715315	0.60688360
1.02736881	0.60781323
1.04758446	0.57697196
1.06780011	0.56209408
1.08801577	0.56612159
1.10823142	0.54892572
1.12844708	0.53884926
1.14866273	0.51941326
1.16887838	0.51141157
1.18909404	0.50604137
1.20930969	0.51559508
1.22952534	0.49561031
1.24974100	0.46467138
1.26995665	0.49361148
1.29017231	0.46757782
1.31038796	0.45779648
1.33060361	0.46054773
1.35081927	0.45172746
1.37103492	0.45167013
1.39125058	0.44081091
1.41146623	0.44590178
1.43168188	0.43860564
1.45189754	0.41589133
1.47211319	0.42620795
1.49232885	0.40242854
1.51254450	0.39969478
1.53276015	0.39739689
1.55297581	0.37508121
1.57319146	0.37904519
1.59340712	0.37716260
1.61362277	0.37192285
1.63383842	0.36005658
1.65405408	0.35936464
1.67426973	0.33439929
1.69448539	0.34120122
1.71470104	0.33605988
1.73491669	0.32754863
1.75513235	0.30718825
1.77534800	0.29751033
1.79556366	0.30281436
1.81577931	0.28001796
1.83599496	0.27587599
1.85621062	0.27508745
1.87642627	0.27045967
1.89664193	0.26444903
1.91685758	0.26009616
1.93707323	0.24939967
1.95728889	0.24799709
1.97750454	0.23981156
1.99772020	0.22174948
2.01793585	0.23340255
2.03815150	0.22128133
2.05836716	0.22544630
2.07858281	0.22007689
2.09879847	0.20683928
2.11901412	0.21054979
2.13922977	0.19528287
2.15944543	0.19457066
2.17966108	0.18659097
2.19987674	0.18567063
2.22009239	0.17209302
2.24030804	0.16616874
2.26052370	0.16931972
2.28073935	0.16418478
2.30095501	0.15591544
2.32117066	0.15035621
2.34138631	0.15657578
2.36160197	0.14128660
2.38181762	0.13794712
2.40203327	0.12841206
2.42224893	0.13160734
2.44246458	0.12497120
2.46268024	0.12131375
2.48289589	0.12175128
2.50311154	0.12080382
2.52332720	0.10824524
2.54354285	0.11389632
2.56375851	0.10820046
2.58397416	0.09977881
2.60418981	0.10293780
2.62440547	0.09630326
2.64462112	0.09405801
2.66483678	0.09066872
2.68505243	0.09286746
2.70526808	0.08491374
2.72548374	0.08450486
2.74569939	0.08685965
2.76591505	0.07679021
2.78613070	0.07270975
2.80634635	0.06693573
2.82656201	0.06691691
2.84677766	0.06839711
2.86699332	0.06838051
2.88720897	0.06263667
2.90742462	0.05311585
2.92764028	0.05064246
2.94785593	0.05497354
2.96807159	0.05299695
2.98828724	0.05255113
3.00850289	0.04742615
3.02871855	0.04729514
3.04893420	0.04454135
3.06914986	0.04614768
3.08936551	0.04230304
3.10958116	0.04160923
3.12979682	0.03806207
3.15001247	0.03787621
3.17022813	0.03768750
3.19044378	0.03641432
3.21065943	0.03494750
3.23087509	0.03346648
3.25109074	0.03599043
3.27130640	0.03248015
3.29152205	0.02654157
3.31173770	0.03091686
3.33195336	0.02491688
3.35216901	0.02371909
3.37238467	0.02588654
3.39260032	0.02486938
3.41281597	0.02062572
3.43303163	0.02033542
3.45324728	0.01908762
3.47346294	0.02070394
3.49367859	0.02021583
3.51389424	0.01759593
3.53410990	0.01786580
3.55432555	0.01677229
3.57454120	0.01586476
3.59475686	0.01612919
3.61497251	0.01560527
3.63518817	0.01626668
3.65540382	0.01414425
3.67561947	0.01400398
3.69583513	0.01285762
3.71605078	0.01008727
3.73626644	0.01053477
3.75648209	0.01037542
3.77669774	0.00796727
3.79691340	0.00676961
3.81712905	0.00947562
3.83734471	0.00889434
3.85756036	0.00643870
3.87777601	0.00709091
3.89799167	0.00879539
3.91820732	0.00946228
3.93842298	0.00464493
3.95863863	0.00360392
3.97885428	0.00638574
3.99906994	0.00555678
4.01928559	0.00493553
4.03950125	0.00409365
4.05971690	0.00411015
4.07993255	0.00434386
4.10014821	0.00392515
4.12036386	0.00415979
4.14057952	0.00241790
4.16079517	0.00331026
4.18101082	0.00243716
4.20122648	0.00200194
4.22144213	0.00245647
4.24165779	0.00067259
4.26187344	0.00090031
4.28208909	0.00022596
4.30230475	0.00068052
4.32252040	0.00227726
4.34273606	0.00114306
4.36295171	0.00045900
4.38316736	0.00069116
4.40338302	0.00023128
4.42359867	0.00069650
4.44381433	0.00093223
4.46402998	0.00000000
4.48424563	0.00023484
4.50446129	0.00000000
4.52467694	0.00023663
4.54489260	0.00023753
4.56510825	0.00000000
4.58532390	0.00023933
4.60553956	0.00024023
4.62575521	0.00000000
4.64597087	0.00000000
4.66618652	0.00000000
4.68640217	0.00073152
