7	0.036000000000000004	7
8	0.01	8
9	-0.062	7
10	-0.015	10
15	-0.014	7
18	-0.127	7
22	-0.09599999999999999	7
24	0.34500000000000003	7
25	0.21500000000000002	25
26	-0.078	7
27	-0.089	7
30	0.052	30
31	-0.035	7
33	-0.13	7
43	0.173	7
44	-0.038	44
47	-0.27799999999999997	7
50	-0.209	7
55	-0.125	7
57	-0.029	7
61	0.125	7
62	-0.008	7
65	0.005	65
66	0.10500000000000001	66
68	0.19399999999999998	25
74	0.008	7
75	-0.35400000000000004	7
76	-0.07600000000000001	7
77	-0.24300000000000002	7
79	0.11699999999999999	44
80	-0.054000000000000006	7
81	0.053	7
84	0.06999999999999999	7
86	-0.088	7
87	-0.057	66
88	1.111	7
91	0.139	7
93	0.28500000000000003	7
95	0.008	8
96	-0.031	7
97	-0.10600000000000001	7
101	-0.046	7
103	-0.243	7
104	0.10600000000000001	104
105	-0.022000000000000002	7
109	0.081	7
115	-0.198	7
116	0.056	116
117	0.063	7
119	0.002	116
121	-0.025	7
123	-0.22999999999999998	7
126	-0.177	7
128	-0.156	7
130	0.16100000000000003	25
131	0.101	7
132	0.207	7
135	0.179	7
136	-0.07400000000000001	7
138	0.138	7
139	0.19	139
142	-0.003000000000000001	139
145	-0.1	7
146	0.316	7
147	0.022000000000000002	44
151	-0.187	7
153	0.078	10
155	0.321	7
156	0.065	7
157	-0.062	7
158	0.23600000000000002	7
159	-0.0020000000000000018	7
160	-0.21	7
163	0.206	7
164	0.030000000000000002	65
166	-0.013	30
168	0.024999999999999994	7
170	-0.039	7
174	-0.16499999999999998	7
176	0.053000000000000005	7
177	0.308	7
178	-0.013000000000000001	178
179	-0.175	7
181	0.019	178
182	0.11499999999999999	7
183	0.081	7
185	0.1	7
186	0.008	7
189	-0.098	7
190	-0.038	104
191	-0.153	7
192	-0.147	7
194	-0.206	7
197	-0.088	7
198	0.097	7
200	0.053	44
