
% frame   10000
% time 999.901
% report fiber:force
% identity      posX      posY    forceX    forceY   tension
%   fiber f1:0001
        48     2.019    -2.304     0.004    -0.016     0.000
%   fiber f1:0049
        49     0.672     3.052     0.000     0.000    -0.004
        49     0.657     2.953     0.000     0.000    -0.008
        49     0.642     2.854     0.000     0.000    -0.012
        49     0.627     2.755     0.000     0.000    -0.016
        49     0.612     2.656     0.000     0.000    -0.019
        49     0.597     2.557     0.000     0.000    -0.023
        49     0.582     2.459     0.000     0.000    -0.027
        49     0.567     2.360     0.011     0.021    -0.009
        49     0.553     2.261     0.031    -0.008    -0.016
        49     0.538     2.162    -0.033     0.023    -0.002
        49     0.523     2.063    -0.017     0.008     0.000
%   fiber f1:0050
        50     1.050     0.786    -0.012     0.000    -0.004
        50     1.067     0.688     0.024     0.039     0.025
        50     1.084     0.589     0.033     0.017     0.030
        50     1.101     0.491     0.024    -0.001     0.019
        50     1.118     0.392    -0.010     0.014     0.029
        50     1.134     0.293    -0.009     0.007     0.031
        50     1.151     0.195     0.014    -0.001     0.022
        50     1.168     0.096     0.013     0.008     0.022
        50     1.185    -0.002     0.013    -0.002     0.012
        50     1.202    -0.101     0.003     0.000     0.006
        50     1.218    -0.199     0.000     0.000     0.000
%   fiber f1:0051
        51     1.831    -2.090     0.000     0.000    -0.016
        51     1.905    -2.158    -0.016     0.007    -0.016
        51     1.978    -2.226    -0.022     0.025     0.001
        51     2.051    -2.294     0.000     0.018    -0.003
        51     2.124    -2.362    -0.034     0.040     0.033
        51     2.198    -2.430    -0.011     0.005     0.028
        51     2.271    -2.498    -0.040     0.042     0.069
        51     2.344    -2.566    -0.003    -0.009     0.049
        51     2.417    -2.634     0.000     0.000     0.033
        51     2.491    -2.702     0.000     0.000     0.016
        51     2.564    -2.770     0.000     0.000     0.000
%   fiber f1:0052
        52     0.435     2.378    -0.009    -0.009    -0.014
        52     0.474     2.286     0.020     0.023    -0.010
        52     0.513     2.194     0.027    -0.016    -0.045
        52     0.552     2.102     0.027     0.057    -0.012
        52     0.591     2.010     0.003     0.004    -0.019
        52     0.630     1.918    -0.023     0.007    -0.013
        52     0.669     1.826    -0.025     0.059     0.042
        52     0.708     1.734     0.057     0.005     0.015
        52     0.747     1.642     0.009     0.023     0.024
        52     0.786     1.550     0.009    -0.002     0.009
        52     0.826     1.458     0.000     0.000     0.000
%   fiber f1:0053
        53     1.133     0.824     0.029    -0.035     0.018
        53     1.094     0.916    -0.024    -0.046     0.027
        53     1.055     1.008    -0.031     0.007    -0.016
        53     1.017     1.101     0.091    -0.049     0.040
        53     0.978     1.193    -0.005     0.012     0.002
        53     0.939     1.285     0.013    -0.037     0.016
        53     0.900     1.377     0.009     0.010    -0.015
        53     0.861     1.469     0.027     0.001    -0.030
        53     0.822     1.561     0.059    -0.036     0.001
        53     0.783     1.653     0.025    -0.027     0.011
        53     0.745     1.746     0.025    -0.004     0.000
%   fiber f1:0054
        54     0.907     1.416     0.000     0.000     0.017
        54     0.933     1.319     0.010    -0.003     0.029
        54     0.959     1.223     0.003    -0.016     0.030
        54     0.984     1.126     0.018    -0.025     0.018
        54     1.010     1.030    -0.030    -0.016     0.027
        54     1.036     0.933     0.108    -0.037    -0.019
        54     1.062     0.836    -0.020    -0.041    -0.036
        54     1.087     0.740     0.011    -0.045    -0.065
        54     1.113     0.643    -0.044    -0.012    -0.048
        54     1.139     0.546    -0.005     0.013    -0.017
        54     1.165     0.450     0.000     0.000     0.000
%   fiber f1:0055
        55     1.472    -1.096    -0.003     0.021    -0.018
        55     1.450    -0.999    -0.046    -0.017    -0.009
        55     1.427    -0.901     0.036     0.015    -0.012
        55     1.405    -0.804     0.002    -0.017     0.007
        55     1.382    -0.707     0.011    -0.000     0.013
        55     1.359    -0.609    -0.040    -0.019     0.025
        55     1.337    -0.512    -0.016     0.015     0.010
        55     1.314    -0.414    -0.003     0.022    -0.009
        55     1.292    -0.317     0.005     0.001    -0.006
        55     1.269    -0.219     0.051     0.007     0.002
        55     1.246    -0.122     0.017     0.009     0.000
%   fiber f1:0056
        56     0.950     1.388    -0.003     0.005    -0.012
        56     0.899     1.475    -0.016     0.002    -0.028
        56     0.849     1.561     0.035    -0.008    -0.009
        56     0.798     1.647    -0.005    -0.006    -0.013
        56     0.748     1.734     0.034     0.015    -0.015
        56     0.697     1.820    -0.020    -0.007    -0.025
        56     0.647     1.906    -0.006    -0.018    -0.019
        56     0.596     1.992     0.006    -0.018    -0.007
        56     0.546     2.079     0.009    -0.004    -0.005
        56     0.495     2.165     0.015    -0.008     0.003
        56     0.444     2.251     0.076     0.041     0.000
%   fiber f1:0057
        57     1.496    -1.210    -0.006     0.018    -0.025
        57     1.470    -1.113    -0.004    -0.011    -0.020
        57     1.445    -1.017    -0.035     0.004    -0.039
        57     1.420    -0.920    -0.021    -0.002    -0.047
        57     1.394    -0.823     0.002    -0.023    -0.030
        57     1.369    -0.726     0.002    -0.035    -0.001
        57     1.344    -0.630    -0.048     0.002    -0.020
        57     1.318    -0.533    -0.024    -0.007    -0.025
        57     1.293    -0.436     0.059     0.013    -0.028
        57     1.268    -0.339    -0.042    -0.036    -0.009
        57     1.242    -0.243     0.009    -0.013     0.000
%   fiber f1:0058
        58     1.400    -0.822     0.001     0.002    -0.003
        58     1.431    -0.917     0.002     0.009    -0.001
        58     1.463    -1.012    -0.018    -0.034    -0.033
        58     1.494    -1.107    -0.037     0.021    -0.007
        58     1.525    -1.202    -0.021    -0.017    -0.022
        58     1.556    -1.297     0.000     0.000    -0.027
        58     1.587    -1.392    -0.000    -0.002    -0.034
        58     1.618    -1.487     0.019     0.029    -0.018
        58     1.649    -1.582    -0.009     0.043     0.020
        58     1.681    -1.677     0.001    -0.016    -0.001
        58     1.712    -1.772     0.004     0.008     0.000
%   fiber f1:0059
        59     0.720     1.851    -0.027    -0.012    -0.012
        59     0.689     1.946    -0.005    -0.002    -0.027
        59     0.659     2.042     0.029     0.029    -0.061
        59     0.629     2.137     0.038    -0.080     0.012
        59     0.598     2.232     0.021    -0.030     0.032
        59     0.568     2.327     0.008    -0.016     0.035
        59     0.538     2.423    -0.001    -0.017     0.035
        59     0.507     2.518    -0.006    -0.004     0.022
        59     0.477     2.613    -0.011    -0.028     0.030
        59     0.447     2.709     0.000     0.000     0.015
        59     0.416     2.804     0.000     0.000     0.000
%   fiber f1:0060
        60     1.087     0.651     0.033    -0.006     0.029
        60     1.049     0.744     0.018     0.018     0.032
        60     1.011     0.837    -0.018     0.011     0.027
        60     0.974     0.929    -0.019     0.005     0.027
        60     0.936     1.022     0.068     0.015     0.050
        60     0.898     1.115     0.022     0.040     0.033
        60     0.861     1.207    -0.012     0.022     0.020
        60     0.823     1.300    -0.010     0.014     0.015
        60     0.786     1.392     0.074     0.030     0.027
        60     0.748     1.485    -0.000     0.052    -0.009
        60     0.710     1.578     0.023     0.012     0.000
%   fiber f1:0061
        61     1.214    -0.078     0.002    -0.022    -0.040
        61     1.239    -0.175     0.034     0.078     0.010
        61     1.263    -0.272     0.078     0.006    -0.022
        61     1.287    -0.369     0.048     0.017    -0.035
        61     1.312    -0.466     0.016     0.048    -0.010
        61     1.336    -0.563     0.010     0.047     0.015
        61     1.360    -0.660     0.017     0.012     0.004
        61     1.385    -0.757     0.004    -0.012    -0.026
        61     1.409    -0.854    -0.040    -0.025    -0.059
        61     1.433    -0.951    -0.059     0.048    -0.016
        61     1.458    -1.048     0.034     0.043     0.000
%   fiber f1:0062
        62     0.330     2.677     0.000     0.000    -0.011
        62     0.372     2.586    -0.004     0.009    -0.011
        62     0.413     2.495     0.022     0.001    -0.030
        62     0.455     2.404     0.000     0.000    -0.040
        62     0.496     2.313     0.029     0.019    -0.045
        62     0.538     2.222     0.030     0.026    -0.044
        62     0.579     2.131    -0.052     0.004    -0.030
        62     0.621     2.040    -0.034     0.018    -0.010
        62     0.662     1.949    -0.030     0.018     0.008
        62     0.704     1.858     0.023     0.025     0.011
        62     0.745     1.767     0.000     0.000     0.000
%   fiber f1:0063
        63     1.590    -1.619     0.008     0.006     0.013
        63     1.650    -1.699     0.024     0.002     0.014
        63     1.709    -1.780     0.005    -0.011     0.015
        63     1.768    -1.860     0.014    -0.049    -0.020
        63     1.828    -1.941    -0.016    -0.013    -0.007
        63     1.887    -2.021    -0.029     0.017     0.036
        63     1.946    -2.102     0.022    -0.104    -0.047
        63     2.006    -2.182     0.031     0.018    -0.038
        63     2.065    -2.263     0.031    -0.043    -0.077
        63     2.124    -2.344     0.023     0.080    -0.013
        63     2.183    -2.424     0.000     0.000     0.000
%   fiber f1:0064
        64     2.253    -2.512     0.017     0.019     0.002
        64     2.194    -2.431     0.010    -0.012     0.024
        64     2.135    -2.350     0.006     0.020     0.020
        64     2.076    -2.270    -0.000     0.023     0.008
        64     2.017    -2.189    -0.020    -0.020     0.020
        64     1.958    -2.108    -0.044     0.007    -0.003
        64     1.899    -2.028     0.013     0.044    -0.024
        64     1.840    -1.947     0.021     0.034    -0.032
        64     1.781    -1.866    -0.020    -0.015    -0.024
        64     1.722    -1.786     0.026     0.028    -0.024
        64     1.662    -1.705     0.036     0.006     0.000
%   fiber f1:0065
        65     1.074     0.739    -0.010    -0.016    -0.011
        65     1.044     0.835    -0.021    -0.017    -0.024
        65     1.015     0.930     0.047    -0.094     0.055
        65     0.985     1.026     0.025     0.003     0.036
        65     0.955     1.121    -0.021    -0.028     0.033
        65     0.925     1.217    -0.023    -0.033     0.034
        65     0.896     1.312    -0.011    -0.004     0.011
        65     0.866     1.408     0.046    -0.044     0.043
        65     0.836     1.503    -0.068    -0.050     0.047
        65     0.807     1.599    -0.000    -0.015     0.038
        65     0.777     1.694     0.022     0.021     0.000
%   fiber f1:0066
        66     0.596     2.263     0.000     0.000     0.013
        66     0.628     2.168     0.000     0.000     0.026
        66     0.660     2.074     0.003    -0.056    -0.015
        66     0.692     1.979     0.045    -0.017    -0.032
        66     0.725     1.884     0.040    -0.006    -0.037
        66     0.757     1.790     0.020     0.008    -0.023
        66     0.789     1.695     0.014     0.003    -0.012
        66     0.821     1.600     0.036    -0.028    -0.037
        66     0.853     1.506     0.024     0.011    -0.021
        66     0.885     1.411     0.013    -0.000    -0.013
        66     0.918     1.316     0.000    -0.000     0.000
%   fiber f1:0067
        67     0.751     1.778     0.007     0.004    -0.004
        67     0.716     1.872     0.042     0.015    -0.007
        67     0.682     1.966    -0.013    -0.002    -0.012
        67     0.647     2.060    -0.006    -0.016    -0.001
        67     0.613     2.154    -0.008     0.019    -0.024
        67     0.578     2.247    -0.005    -0.021    -0.008
        67     0.544     2.341    -0.030    -0.011    -0.011
        67     0.509     2.435     0.019     0.029    -0.034
        67     0.475     2.529     0.042    -0.029     0.005
        67     0.440     2.623     0.000     0.000     0.003
        67     0.406     2.717     0.000     0.000     0.000
%   fiber f1:0068
        68     0.248    -3.585     0.000     0.085    -0.061
        68     0.187    -3.506     0.000     0.006    -0.059
        68     0.126    -3.427     0.000     0.000    -0.053
        68     0.064    -3.348     0.000     0.000    -0.046
        68     0.003    -3.269     0.000     0.000    -0.040
        68    -0.058    -3.190     0.000     0.000    -0.033
        68    -0.120    -3.111     0.000     0.000    -0.026
        68    -0.181    -3.032     0.000     0.000    -0.020
        68    -0.242    -2.953     0.000     0.000    -0.013
        68    -0.304    -2.874     0.000     0.000    -0.007
        68    -0.365    -2.795     0.000     0.000     0.000
%   fiber f1:0069
        69     1.645    -1.442    -0.012     0.005    -0.006
        69     1.605    -1.351    -0.013     0.043    -0.047
        69     1.565    -1.259     0.000     0.000    -0.043
        69     1.525    -1.167     0.054     0.060    -0.072
        69     1.485    -1.076     0.026    -0.048    -0.013
        69     1.445    -0.984     0.000     0.000    -0.010
        69     1.405    -0.892    -0.018    -0.011    -0.003
        69     1.365    -0.801    -0.038    -0.008    -0.007
        69     1.325    -0.709    -0.037    -0.021     0.001
        69     1.286    -0.617     0.050     0.023     0.003
        69     1.246    -0.525    -0.002     0.006     0.000
%   fiber f1:0070
        70     1.037     1.194     0.000     0.000    -0.019
        70     1.058     1.097    -0.007     0.011    -0.025
        70     1.079     0.999    -0.022     0.041    -0.000
        70     1.101     0.901    -0.019     0.028     0.013
        70     1.122     0.804    -0.005     0.080     0.073
        70     1.144     0.706    -0.014     0.031     0.087
        70     1.165     0.608     0.043     0.019     0.078
        70     1.186     0.511     0.015     0.012     0.068
        70     1.208     0.413     0.081    -0.002     0.029
        70     1.229     0.315     0.007     0.006     0.015
        70     1.251     0.218     0.013     0.007     0.000
%   fiber f1:0071
        71     1.480    -1.067    -0.011    -0.002    -0.002
        71     1.452    -0.971    -0.044    -0.011    -0.004
        71     1.425    -0.875    -0.009    -0.012     0.004
        71     1.397    -0.779    -0.057     0.015    -0.027
        71     1.370    -0.683    -0.001    -0.000    -0.027
        71     1.342    -0.587     0.012     0.045    -0.067
        71     1.315    -0.491    -0.105     0.009    -0.106
        71     1.287    -0.394    -0.008    -0.068    -0.044
        71     1.260    -0.298     0.035    -0.016    -0.019
        71     1.232    -0.202     0.035    -0.015     0.004
        71     1.205    -0.106     0.003     0.005     0.000
%   fiber f1:0072
        72     1.506    -1.121    -0.009    -0.010     0.018
        72     1.483    -1.024    -0.054     0.003     0.013
        72     1.459    -0.927    -0.069    -0.006     0.013
        72     1.436    -0.830    -0.023     0.003     0.015
        72     1.412    -0.732    -0.047     0.006     0.009
        72     1.389    -0.635    -0.029     0.012     0.001
        72     1.365    -0.538     0.006    -0.031     0.043
        72     1.342    -0.441     0.002     0.010     0.045
        72     1.318    -0.344     0.012     0.063    -0.003
        72     1.294    -0.246     0.062     0.041    -0.018
        72     1.271    -0.149     0.033    -0.000     0.000
%   fiber f1:0073
        73     1.732    -1.732    -0.016     0.018     0.015
        73     1.780    -1.819    -0.016     0.016     0.028
        73     1.828    -1.907     0.005     0.032     0.045
        73     1.877    -1.995     0.001    -0.005     0.032
        73     1.925    -2.082    -0.010    -0.019     0.012
        73     1.973    -2.170    -0.001     0.018     0.020
        73     2.021    -2.258    -0.031    -0.032    -0.002
        73     2.069    -2.345    -0.044     0.018     0.026
        73     2.117    -2.433     0.000     0.000     0.017
        73     2.165    -2.521     0.000     0.000     0.009
        73     2.214    -2.608     0.000     0.000     0.000
%   fiber f1:0074
        74     1.970    -2.134    -0.009     0.117    -0.112
        74     1.921    -2.047     0.046    -0.040    -0.059
        74     1.872    -1.960     0.018     0.014    -0.067
        74     1.823    -1.872     0.040    -0.018    -0.037
        74     1.774    -1.785     0.003    -0.010    -0.032
        74     1.726    -1.698    -0.002    -0.010    -0.028
        74     1.677    -1.611    -0.013    -0.009    -0.032
        74     1.628    -1.523    -0.023    -0.048    -0.006
        74     1.579    -1.436     0.051     0.008     0.007
        74     1.530    -1.349    -0.004    -0.005     0.005
        74     1.482    -1.262     0.000     0.000     0.000
%   fiber f1:0075
        75     1.383    -0.929     0.011     0.018     0.020
        75     1.420    -1.022     0.007    -0.017     0.009
        75     1.456    -1.116    -0.035    -0.034    -0.002
        75     1.492    -1.209    -0.007    -0.006     0.003
        75     1.529    -1.302    -0.009    -0.007     0.007
        75     1.565    -1.395    -0.042    -0.008     0.023
        75     1.601    -1.488    -0.016    -0.043    -0.004
        75     1.637    -1.581    -0.015    -0.015    -0.005
        75     1.674    -1.675    -0.016     0.016     0.024
        75     1.710    -1.768    -0.009    -0.046    -0.008
        75     1.746    -1.861     0.000     0.000     0.000
%   fiber f1:0076
        76     0.878     1.623    -0.048    -0.010    -0.011
        76     0.830     1.711    -0.058     0.009    -0.045
        76     0.783     1.799     0.003    -0.002    -0.039
        76     0.736     1.887     0.039     0.023    -0.039
        76     0.688     1.975     0.024     0.008    -0.032
        76     0.641     2.063     0.010    -0.011    -0.015
        76     0.593     2.151    -0.021     0.006    -0.029
        76     0.546     2.239    -0.088    -0.012    -0.057
        76     0.498     2.327     0.006    -0.044    -0.013
        76     0.451     2.415     0.013     0.002    -0.006
        76     0.403     2.503     0.006    -0.001     0.000
%   fiber f1:0077
        77     0.877     1.395     0.000     0.000    -0.001
        77     0.838     1.487    -0.020     0.003    -0.012
        77     0.798     1.579    -0.037     0.004    -0.030
        77     0.759     1.671    -0.024    -0.029    -0.014
        77     0.720     1.763    -0.043    -0.014    -0.018
        77     0.681     1.855     0.010    -0.021     0.004
        77     0.642     1.947     0.002     0.011    -0.006
        77     0.603     2.039     0.004    -0.002    -0.003
        77     0.563     2.131    -0.001     0.013    -0.016
        77     0.524     2.223     0.008    -0.011    -0.003
        77     0.485     2.315     0.015     0.002     0.000
%   fiber f1:0078
        78     1.465    -1.027     0.000     0.000     0.011
        78     1.498    -1.122     0.010    -0.025    -0.004
        78     1.531    -1.216    -0.013    -0.007     0.005
        78     1.564    -1.311     0.001    -0.001     0.015
        78     1.596    -1.405     0.002    -0.007     0.019
        78     1.629    -1.500     0.000     0.000     0.031
        78     1.662    -1.594    -0.011    -0.008     0.038
        78     1.695    -1.689    -0.026    -0.044     0.016
        78     1.728    -1.783    -0.006    -0.025     0.006
        78     1.760    -1.878    -0.018    -0.037    -0.011
        78     1.793    -1.972     0.000     0.000     0.000
%   fiber f1:0079
        79     1.007     1.063     0.022     0.027    -0.022
        79     0.973     1.157     0.017    -0.031     0.008
        79     0.940     1.251     0.007    -0.001     0.007
        79     0.907     1.346    -0.018    -0.016     0.011
        79     0.873     1.440     0.000    -0.011     0.017
        79     0.840     1.534     0.054     0.018     0.014
        79     0.807     1.629     0.010    -0.001     0.014
        79     0.773     1.723    -0.002     0.006     0.003
        79     0.740     1.817    -0.000    -0.026     0.023
        79     0.707     1.911     0.049     0.043    -0.006
        79     0.673     2.006    -0.023    -0.019     0.000
%   fiber f1:0080
        80     0.438     2.639     0.011     0.016    -0.006
        80     0.470     2.544    -0.012     0.006    -0.015
        80     0.501     2.449    -0.025    -0.010    -0.035
        80     0.533     2.354    -0.018    -0.003    -0.050
        80     0.564     2.260    -0.001     0.039    -0.031
        80     0.596     2.165     0.066    -0.010    -0.079
        80     0.627     2.070     0.006     0.075    -0.028
        80     0.659     1.975    -0.036    -0.037    -0.070
        80     0.690     1.880    -0.032     0.039    -0.041
        80     0.722     1.785     0.007     0.040    -0.023
        80     0.753     1.690     0.004     0.044     0.000
%   fiber f1:0081
        81     1.251    -0.022     0.001     0.000     0.006
        81     1.225     0.074     0.004    -0.014     0.026
        81     1.199     0.171    -0.030    -0.023     0.046
        81     1.173     0.267     0.023     0.006     0.051
        81     1.146     0.364    -0.009    -0.007     0.061
        81     1.120     0.460     0.000     0.000     0.066
        81     1.094     0.557     0.013     0.014     0.061
        81     1.068     0.653     0.006     0.022     0.047
        81     1.041     0.750    -0.026     0.004     0.042
        81     1.015     0.846    -0.022     0.055    -0.012
        81     0.989     0.943    -0.015    -0.011     0.000
%   fiber f1:0082
        82     1.117     0.448    -0.001    -0.000    -0.012
        82     1.144     0.351    -0.062     0.002    -0.006
        82     1.171     0.255     0.009     0.060     0.037
        82     1.197     0.159    -0.010    -0.002     0.025
        82     1.224     0.062     0.000     0.000     0.012
        82     1.251    -0.034    -0.006     0.004     0.005
        82     1.278    -0.130    -0.000    -0.052    -0.058
        82     1.304    -0.227    -0.017     0.046    -0.022
        82     1.331    -0.323    -0.020     0.039     0.008
        82     1.358    -0.419    -0.040     0.010     0.016
        82     1.385    -0.516    -0.023    -0.009     0.000
%   fiber f1:0083
        83     1.524    -1.198     0.012    -0.002    -0.008
        83     1.500    -1.101     0.022     0.012    -0.028
        83     1.477    -1.003     0.043     0.019    -0.049
        83     1.454    -0.906     0.012    -0.025    -0.035
        83     1.430    -0.809    -0.067    -0.013    -0.050
        83     1.407    -0.712    -0.016    -0.011    -0.055
        83     1.384    -0.614     0.054    -0.050    -0.007
        83     1.361    -0.517     0.032     0.004    -0.016
        83     1.337    -0.420     0.039    -0.003    -0.017
        83     1.314    -0.323     0.030    -0.023     0.000
        83     1.291    -0.225     0.018    -0.008     0.000
%   fiber f1:0084
        84     0.996     1.133    -0.022    -0.017    -0.024
        84     1.020     1.036    -0.019     0.021    -0.011
        84     1.043     0.939     0.046     0.013    -0.021
        84     1.067     0.842     0.005     0.028    -0.007
        84     1.091     0.745     0.011    -0.023    -0.044
        84     1.114     0.648     0.058     0.091     0.019
        84     1.138     0.550     0.020     0.024     0.025
        84     1.161     0.453    -0.023    -0.029    -0.009
        84     1.185     0.356    -0.031     0.039     0.024
        84     1.208     0.259     0.017    -0.017    -0.009
        84     1.232     0.162     0.022     0.027     0.000
%   fiber f1:0085
        85     1.965    -2.064     0.000     0.000    -0.006
        85     1.915    -1.977     0.007     0.008    -0.016
        85     1.866    -1.890    -0.044    -0.036    -0.011
        85     1.817    -1.803    -0.031    -0.081     0.038
        85     1.768    -1.716    -0.068     0.026    -0.024
        85     1.719    -1.629    -0.038    -0.031    -0.022
        85     1.669    -1.542    -0.012    -0.001    -0.033
        85     1.620    -1.455     0.038     0.002    -0.022
        85     1.571    -1.368     0.031    -0.045     0.026
        85     1.522    -1.281     0.000     0.017     0.006
        85     1.473    -1.193     0.000     0.000     0.000
%   fiber f1:0086
        86     0.377     2.592    -0.008     0.025     0.035
        86     0.419     2.501     0.080    -0.018    -0.005
        86     0.460     2.410     0.007     0.011     0.011
        86     0.501     2.319    -0.016    -0.037    -0.006
        86     0.542     2.228    -0.078    -0.047    -0.008
        86     0.584     2.137     0.030    -0.009    -0.019
        86     0.625     2.046     0.030     0.014    -0.009
        86     0.666     1.955     0.022     0.009    -0.001
        86     0.708     1.864     0.057     0.035     0.017
        86     0.749     1.773     0.017    -0.018     0.003
        86     0.790     1.682    -0.011    -0.019     0.000
%   fiber f1:0087
        87     0.893     1.367     0.002     0.005    -0.005
        87     0.856     1.460    -0.008    -0.006    -0.003
        87     0.820     1.553    -0.108    -0.017    -0.029
        87     0.783     1.646    -0.020     0.014    -0.050
        87     0.746     1.739     0.009     0.006    -0.054
        87     0.710     1.832    -0.033     0.005    -0.072
        87     0.673     1.925    -0.009    -0.030    -0.049
        87     0.637     2.018    -0.040    -0.010    -0.056
        87     0.600     2.111    -0.009    -0.037    -0.026
        87     0.563     2.205    -0.002     0.009    -0.037
        87     0.527     2.298     0.043    -0.024     0.000
%   fiber f1:0088
        88     0.373     2.526     0.011     0.006     0.010
        88     0.420     2.438     0.024     0.005     0.013
        88     0.467     2.350     0.045    -0.006    -0.004
        88     0.515     2.262    -0.016    -0.020    -0.004
        88     0.562     2.174    -0.029    -0.036    -0.012
        88     0.609     2.086     0.072    -0.031    -0.064
        88     0.656     1.998    -0.012     0.032    -0.021
        88     0.704     1.909    -0.034    -0.032    -0.023
        88     0.751     1.821     0.012    -0.013    -0.031
        88     0.798     1.733     0.020     0.006    -0.025
        88     0.846     1.645    -0.004     0.015     0.000
%   fiber f1:0089
        89     0.919     1.425     0.002     0.012    -0.008
        89     0.876     1.515    -0.023     0.003    -0.019
        89     0.832     1.605    -0.007     0.077    -0.089
        89     0.789     1.695     0.054    -0.010    -0.056
        89     0.746     1.786    -0.012     0.021    -0.078
        89     0.703     1.876    -0.025    -0.016    -0.072
        89     0.659     1.966     0.026     0.023    -0.079
        89     0.616     2.056    -0.021    -0.053    -0.039
        89     0.573     2.146    -0.024    -0.016    -0.033
        89     0.530     2.236     0.033    -0.016    -0.003
        89     0.486     2.327     0.004     0.001     0.000
%   fiber f1:0090
        90     1.167     0.235     0.008    -0.006     0.017
        90     1.189     0.137     0.013    -0.024     0.015
        90     1.211     0.040    -0.002    -0.040    -0.000
        90     1.233    -0.058    -0.008    -0.029    -0.003
        90     1.254    -0.156    -0.002    -0.016     0.006
        90     1.276    -0.253     0.044    -0.013     0.008
        90     1.298    -0.351    -0.006    -0.041    -0.007
        90     1.319    -0.448     0.051    -0.036    -0.029
        90     1.341    -0.546    -0.044    -0.037    -0.032
        90     1.363    -0.644     0.045    -0.002    -0.019
        90     1.384    -0.741    -0.004    -0.006     0.000
%   fiber f1:0091
        91     0.956     1.071    -0.014    -0.018     0.016
        91     0.922     1.165    -0.028     0.013    -0.002
        91     0.888     1.260    -0.032    -0.005    -0.004
        91     0.854     1.354     0.052     0.015     0.003
        91     0.820     1.448     0.000     0.000     0.007
        91     0.786     1.542     0.000     0.000     0.010
        91     0.753     1.636    -0.011     0.030    -0.017
        91     0.719     1.730    -0.063    -0.021    -0.015
        91     0.685     1.824    -0.025    -0.010    -0.010
        91     0.651     1.918    -0.003     0.001    -0.008
        91     0.617     2.012    -0.027    -0.015     0.000
%   fiber f1:0092
        92     1.720    -1.927     0.000     0.000    -0.004
        92     1.786    -2.003     0.009     0.004    -0.011
        92     1.851    -2.079     0.032     0.046    -0.000
        92     1.916    -2.155     0.037     0.064     0.020
        92     1.981    -2.231    -0.031    -0.006     0.032
        92     2.046    -2.306    -0.029    -0.003     0.045
        92     2.111    -2.382    -0.009    -0.005     0.042
        92     2.176    -2.458     0.005    -0.014     0.025
        92     2.241    -2.534     0.006    -0.012     0.008
        92     2.307    -2.610     0.000     0.000     0.004
        92     2.372    -2.686     0.000     0.000     0.000
%   fiber f1:0093
        93     0.678     1.777     0.009    -0.009    -0.010
        93     0.719     1.686    -0.016     0.005     0.002
        93     0.761     1.595     0.012    -0.020    -0.020
        93     0.803     1.505     0.004     0.003    -0.018
        93     0.844     1.414    -0.011    -0.006    -0.017
        93     0.886     1.323    -0.014     0.005    -0.005
        93     0.928     1.232     0.040    -0.018    -0.037
        93     0.970     1.141     0.010    -0.002    -0.042
        93     1.011     1.050     0.000    -0.017    -0.056
        93     1.053     0.959    -0.014     0.017    -0.033
        93     1.095     0.868    -0.052     0.011     0.000
%   fiber f1:0094
        94     1.410    -0.636     0.000     0.023    -0.023
        94     1.376    -0.542    -0.018    -0.012    -0.019
        94     1.342    -0.448    -0.023    -0.016    -0.012
        94     1.308    -0.354    -0.080     0.012    -0.052
        94     1.273    -0.260    -0.017    -0.064     0.001
        94     1.239    -0.166     0.011     0.019    -0.013
        94     1.205    -0.072     0.008    -0.035     0.021
        94     1.171     0.022     0.014     0.016     0.010
        94     1.137     0.116    -0.000    -0.006     0.014
        94     1.102     0.210     0.059     0.034     0.001
        94     1.068     0.304     0.003     0.001     0.000
%   fiber f1:0095
        95     1.382    -0.783     0.006    -0.063    -0.056
        95     1.416    -0.877    -0.003    -0.029    -0.077
        95     1.450    -0.970     0.063    -0.046    -0.136
        95     1.484    -1.064     0.064    -0.006    -0.159
        95     1.519    -1.158    -0.001    -0.030    -0.182
        95     1.553    -1.252     0.000     0.014    -0.163
        95     1.587    -1.346     0.025     0.017    -0.150
        95     1.622    -1.440     0.028     0.053    -0.105
        95     1.656    -1.534     0.009    -0.003    -0.106
        95     1.690    -1.628    -0.015     0.013    -0.083
        95     1.724    -1.722     0.002     0.084     0.000
%   fiber f1:0096
        96     1.947    -2.261    -0.006    -0.030     0.026
        96     1.917    -2.165     0.040     0.003     0.033
        96     1.886    -2.070    -0.020     0.055    -0.026
        96     1.856    -1.975    -0.067    -0.036    -0.013
        96     1.825    -1.880    -0.008    -0.009    -0.008
        96     1.795    -1.784     0.000     0.000    -0.009
        96     1.764    -1.689     0.000     0.000    -0.010
        96     1.734    -1.594     0.000     0.000    -0.011
        96     1.703    -1.499     0.000     0.000    -0.012
        96     1.673    -1.403    -0.007    -0.009    -0.007
        96     1.643    -1.308    -0.014    -0.012     0.000
%   fiber f1:0097
        97     2.171    -2.513     0.000     0.000     0.012
        97     2.122    -2.425    -0.000    -0.001     0.025
        97     2.073    -2.338    -0.052     0.028    -0.013
        97     2.024    -2.251    -0.005    -0.011     0.006
        97     1.975    -2.164    -0.022     0.021    -0.011
        97     1.926    -2.077    -0.063    -0.028    -0.006
        97     1.877    -1.989    -0.024    -0.008     0.001
        97     1.828    -1.902    -0.012     0.013    -0.005
