0 0
0.2 0.0058089501
0.4 0.18201377
0.6 1.0053787
0.8 1.3586489
1 0.80593804
1.2 0.43373494
1.4 0.3229346
1.6 0.26247849
1.8 0.1886833
2 0.14457831
2.2 0.10327022
2.4 0.066695353
2.6 0.04302926
2.8 0.030981067
3 0.020008606
3.2 0.010972461
3.4 0.0077452668
3.6 0.0038726334
3.8 0.0025817556
4 0.0002151463

