0 0
0.1 0
0.2 0
0.3 0.0014285714
0.4 0.0085714286
0.5 0.11714286
0.6 0.64
0.7 1.1942857
0.8 1.51
0.9 1.4271429
1 1.1942857
1.1 1.0385714
1.2 0.85
1.3 0.61857143
1.4 0.46142857
1.5 0.32857143
1.6 0.21857143
1.7 0.12714286
1.8 0.097142857
1.9 0.084285714
2 0.03
2.1 0.025714286
2.2 0.01
2.3 0.0085714286
2.4 0.0042857143
2.5 0.0042857143
2.6 0
2.7 0
2.8 0
2.9 0
3 0
3.1 0
3.2 0
3.3 0
3.4 0
3.5 0
3.6 0
3.7 0
3.8 0
3.9 0
4 0

